blank,k,E,EF
,0.1732,5.3496,
,0.1848,5.3631,
,0.1963,5.3927,
,0.2078,5.4229,
,0.2194,5.4526,
,0.2309,5.4798,
,0.2425,5.5095,
,0.254,5.5351,
,0.2656,5.5574,
,0.2771,5.576,
,0.2887,5.592,
,0.3002,5.6053,
,0.3118,5.6144,
,0.3233,5.6192,
,0.3349,5.6225,
,0.3464,5.6218,
,0.358,5.6188,
,0.3695,5.6151,
,0.3811,5.6092,
,0.3926,5.6032,
,0.4041,5.5968,
,0.4157,5.5901,
,0.4272,5.5856,
,0.4388,5.5846,
,0.4503,5.6006,
,0.4619,5.6206,
,0.4734,5.6433,
,0.485,5.6702,
,0.4965,5.6974,
,0.5081,5.7262,
,0.5196,5.7537,
,0.5312,5.78,
,0.5427,5.8025,
,0.5543,5.8218,
,0.5658,5.8323,
,0.5774,5.8361,
,0.584,5.8363,
,0.5907,5.8371,
,0.5974,5.8384,
,0.604,5.8398,
,0.6107,5.843,
,0.6174,5.8478,
,0.624,5.8536,
,0.6307,5.862,
,0.6374,5.8764,
,0.644,5.9029,
,0.6507,5.9436,
,0.6574,5.9974,
,0.664,6.0583,
,0.6707,6.1231,
,0.6774,6.189,
,0.684,6.1906,
,0.6907,6.1682,
,0.6974,6.146,
,0.704,6.1237,
,0.7107,6.1022,
,0.7174,6.0805,
,0.724,6.0601,
,0.7307,6.0393,
,0.7374,6.0197,
,0.744,5.9995,
,0.7507,5.9807,
,0.7574,5.963,
,0.764,5.945,
,0.7707,5.9273,
,0.7774,5.9119,
,0.784,5.8968,
,0.7907,5.8897,
,0.7974,5.8949,
,0.804,5.8981,
,0.8107,5.9052,
,0.8174,5.9121,
,0.824,5.9196,
,0.8307,5.9276,
,0.8374,5.9362,
,0.844,5.9447,
,0.8507,5.9533,
,0.8574,5.9611,
,0.864,5.9687,
,0.8707,5.9767,
,0.8774,5.9839,
,0.884,5.9899,
,0.8907,5.9948,
,0.8974,5.9986,
,0.904,6.0015,
,0.9107,6.002,
,0.924,5.9992,
,0.9374,5.9904,
,0.9507,5.9756,
,0.964,5.9588,
,0.9774,5.9435,
,0.9907,5.934,
,1.004,5.9326,
,1.0174,5.9384,
,1.0307,5.9508,
,1.044,5.9707,
,1.0574,5.9959,
,1.0707,6.0257,
,1.084,6.0574,
,1.0974,6.0908,
,1.1107,6.1223,
,1.124,6.1511,
,1.1374,6.1751,
,1.1507,6.19,
,1.164,6.1921,
,1.1774,6.1799,
,1.1907,6.1529,
,1.204,6.1138,
,1.2174,6.0645,
,1.2307,6.0096,
,1.244,5.9485,
,1.2574,5.8869,
,1.2707,5.8249,
,1.284,5.7649,
,1.2974,5.7072,
,1.3107,5.6507,
,1.324,5.5975,
,1.3374,5.5441,
,1.3507,5.4959,
,1.364,5.4508,
,1.3774,5.4085,
,1.3907,5.3687,
,1.404,5.3427,
,1.4174,5.3283,
,1.4307,5.3137,
,1.444,5.2994,
,1.4574,5.2856,
,1.4707,5.2751,
,1.484,5.2648,
,1.4974,5.2555,
,1.5107,5.2477,
,1.524,5.2414,
,1.5374,5.2363,
,1.5507,5.2314,
,1.564,5.2291,
,1.5774,5.2284,
,,,
,0,6.091,
,0.0115,6.0961,
,0.0231,6.1111,
,0.0346,6.1349,
,0.0462,6.1661,
,0.0577,6.2039,
,0.0693,6.246,
,0.0808,6.291,
,0.0924,6.3342,
,0.1039,6.3638,
,0.1155,6.3882,
,0.127,6.4099,
,0.1386,6.4273,
,0.1501,6.4387,
,0.1617,6.4438,
,0.1732,6.4435,
,0.1848,6.438,
,0.1963,6.4294,
,0.2078,6.4186,
,0.2194,6.4065,
,0.2309,6.3947,
,0.2425,6.3833,
,0.254,6.3742,
,0.2656,6.3669,
,0.2771,6.3623,
,0.2887,6.3606,
,0.3002,6.3619,
,0.3118,6.3645,
,0.3233,6.3686,
,0.3349,6.3743,
,0.3464,6.3822,
,0.358,6.3883,
,0.3695,6.3963,
,0.3811,6.4034,
,0.3926,6.4096,
,0.4041,6.4154,
,0.4157,6.42,
,0.4272,6.4256,
,0.4388,6.4291,
,0.4503,6.4326,
,0.4619,6.4347,
,0.4734,6.436,
,0.485,6.4386,
,0.4965,6.4394,
,0.5081,6.4392,
,0.5196,6.4385,
,0.5312,6.4383,
,0.5427,6.4393,
,0.5543,6.4409,
,0.5658,6.4392,
,0.5774,6.4388,
,0.584,6.4378,
,0.5907,6.4335,
,0.5974,6.4264,
,0.604,6.4169,
,0.6107,6.4053,
,0.6174,6.3916,
,0.624,6.3762,
,0.6307,6.3591,
,0.6374,6.3406,
,0.644,6.3217,
,0.6507,6.3014,
,0.6574,6.2799,
,0.664,6.2585,
,0.6707,6.2366,
,0.6774,6.2134,
,0.684,6.2577,
,0.6907,6.3258,
,0.6974,6.3938,
,0.704,6.4622,
,0.7107,6.5306,
,0.7174,6.6003,
,0.724,6.668,
,0.7307,6.7338,
,0.7374,6.8004,
,0.744,6.864,
,0.7507,6.9277,
,0.7574,6.9904,
,0.764,7.0517,
,0.7707,7.1115,
,0.7774,7.1709,
,0.784,7.2242,
,0.7907,7.2433,
,0.7974,7.2591,
,0.804,7.2732,
,0.8107,7.2884,
,0.8174,7.3024,
,0.824,7.3156,
,0.8307,7.3298,
,0.8374,7.3429,
,0.844,7.3555,
,0.8507,7.367,
,0.8574,7.3781,
,0.864,7.3876,
,0.8707,7.3984,
,0.8774,7.4073,
,0.884,7.4171,
,0.8907,7.4255,
,0.8974,7.4321,
,0.904,7.4396,
,0.9107,7.4426,
,0.924,7.4423,
,0.9374,7.4487,
,0.9507,7.4631,
,0.964,7.4783,
,0.9774,7.4811,
,0.9907,7.4806,
,1.004,7.4761,
,1.0174,7.4623,
,1.0307,7.4404,
,1.044,7.4151,
,1.0574,7.3921,
,1.0707,7.372,
,1.084,7.3539,
,1.0974,7.3367,
,1.1107,7.3141,
,1.124,7.2601,
,1.1374,7.1771,
,1.1507,7.1077,
,1.164,7.0561,
,1.1774,7.0231,
,1.1907,7.0072,
,1.204,6.9888,
,1.2174,6.9296,
,1.2307,6.8728,
,1.244,6.8189,
,1.2574,6.7688,
,1.2707,6.7233,
,1.284,6.6834,
,1.2974,6.6496,
,1.3107,6.619,
,1.324,6.5932,
,1.3374,6.5709,
,1.3507,6.553,
,1.364,6.5382,
,1.3774,6.525,
,1.3907,6.5107,
,1.404,6.4961,
,1.4174,6.4793,
,1.4307,6.4581,
,1.444,6.4326,
,1.4574,6.4045,
,1.4707,6.3752,
,1.484,6.3441,
,1.4974,6.2889,
,1.5107,6.2362,
,1.524,6.1888,
,1.5374,6.1488,
,1.5507,6.1174,
,1.564,6.0979,
,1.5774,6.091,
,,,
,0,6.2357,
,0.0115,6.2375,
,0.0231,6.243,
,0.0346,6.2521,
,0.0462,6.2646,
,0.0577,6.2805,
,0.0693,6.2995,
,0.0808,6.3215,
,0.0924,6.3489,
,0.1039,6.3937,
,0.1155,6.4444,
,0.127,6.4965,
,0.1386,6.5496,
,0.1501,6.6028,
,0.1617,6.6563,
,0.1732,6.7119,
,0.1848,6.7685,
,0.1963,6.8266,
,0.2078,6.8859,
,0.2194,6.9465,
,0.2309,7.0072,
,0.2425,7.0683,
,0.254,7.1277,
,0.2656,7.1847,
,0.2771,7.2379,
,0.2887,7.2872,
,0.3002,7.3322,
,0.3118,7.3734,
,0.3233,7.4117,
,0.3349,7.4475,
,0.3464,7.4829,
,0.358,7.5162,
,0.3695,7.5504,
,0.3811,7.5696,
,0.3926,7.5197,
,0.4041,7.468,
,0.4157,7.4147,
,0.4272,7.3597,
,0.4388,7.3038,
,0.4503,7.2473,
,0.4619,7.1913,
,0.4734,7.1349,
,0.485,7.0803,
,0.4965,7.0284,
,0.5081,6.9785,
,0.5196,6.9322,
,0.5312,6.8921,
,0.5427,6.8587,
,0.5543,6.8345,
,0.5658,6.8172,
,0.5774,6.8119,
,0.584,6.8135,
,0.5907,6.8164,
,0.5974,6.8212,
,0.604,6.8276,
,0.6107,6.8356,
,0.6174,6.8451,
,0.624,6.8553,
,0.6307,6.8666,
,0.6374,6.8787,
,0.644,6.8921,
,0.6507,6.9054,
,0.6574,6.9191,
,0.664,6.9336,
,0.6707,6.9485,
,0.6774,6.9627,
,0.684,6.9776,
,0.6907,6.9932,
,0.6974,7.0091,
,0.704,7.0254,
,0.7107,7.0421,
,0.7174,7.0591,
,0.724,7.0767,
,0.7307,7.0938,
,0.7374,7.1116,
,0.744,7.1269,
,0.7507,7.144,
,0.7574,7.1616,
,0.764,7.1783,
,0.7707,7.1944,
,0.7774,7.2111,
,0.784,7.2322,
,0.7907,7.2879,
,0.7974,7.3436,
,0.804,7.3974,
,0.8107,7.4505,
,0.8174,7.5025,
,0.824,7.5539,
,0.8307,7.6027,
,0.8374,7.6454,
,0.844,7.6436,
,0.8507,7.6165,
,0.8574,7.5891,
,0.864,7.5624,
,0.8707,7.5386,
,0.8774,7.5166,
,0.884,7.4973,
,0.8907,7.4814,
,0.8974,7.4672,
,0.904,7.456,
,0.9107,7.4497,
,0.924,7.4601,
,0.9374,7.4695,
,0.9507,7.4762,
,0.964,7.4921,
,0.9774,7.5274,
,0.9907,7.568,
,1.004,7.6112,
,1.0174,7.6033,
,1.0307,7.5866,
,1.044,7.5854,
,1.0574,7.5945,
,1.0707,7.6111,
,1.084,7.5504,
,1.0974,7.4521,
,1.1107,7.3526,
,1.124,7.2873,
,1.1374,7.2542,
,1.1507,7.2123,
,1.164,7.1629,
,1.1774,7.1077,
,1.1907,7.0486,
,1.204,7.0085,
,1.2174,7.0216,
,1.2307,7.045,
,1.244,7.0726,
,1.2574,7.1006,
,1.2707,7.1262,
,1.284,7.147,
,1.2974,7.1576,
,1.3107,7.1504,
,1.324,7.1226,
,1.3374,7.0738,
,1.3507,7.0123,
,1.364,6.9446,
,1.3774,6.8744,
,1.3907,6.8029,
,1.404,6.7326,
,1.4174,6.6637,
,1.4307,6.596,
,1.444,6.5305,
,1.4574,6.4666,
,1.4707,6.405,
,1.484,6.3482,
,1.4974,6.3194,
,1.5107,6.2948,
,1.524,6.2739,
,1.5374,6.2575,
,1.5507,6.2454,
,1.564,6.2381,
,1.5774,6.2357,
,,,
,0,6.6833,
,0.0115,6.6837,
,0.0231,6.6848,
,0.0346,6.6866,
,0.0462,6.6887,
,0.0577,6.6925,
,0.0693,6.6968,
,0.0808,6.7022,
,0.0924,6.7078,
,0.1039,6.7174,
,0.1155,6.7304,
,0.127,6.7482,
,0.1386,6.7727,
,0.1501,6.805,
,0.1617,6.8458,
,0.1732,6.8946,
,0.1848,6.9496,
,0.1963,7.0095,
,0.2078,7.0727,
,0.2194,7.1376,
,0.2309,7.2025,
,0.2425,7.2661,
,0.254,7.3275,
,0.2656,7.3868,
,0.2771,7.4451,
,0.2887,7.5037,
,0.3002,7.5636,
,0.3118,7.6223,
,0.3233,7.6799,
,0.3349,7.7337,
,0.3464,7.6985,
,0.358,7.658,
,0.3695,7.6163,
,0.3811,7.5827,
,0.3926,7.6133,
,0.4041,7.6415,
,0.4157,7.6674,
,0.4272,7.6915,
,0.4388,7.7143,
,0.4503,7.7371,
,0.4619,7.763,
,0.4734,7.7923,
,0.485,7.8261,
,0.4965,7.8639,
,0.5081,7.9061,
,0.5196,7.9513,
,0.5312,7.9961,
,0.5427,8.0382,
,0.5543,8.0734,
,0.5658,8.0945,
,0.5774,8.0997,
,0.584,8.1002,
,0.5907,8.1018,
,0.5974,8.1044,
,0.604,8.108,
,0.6107,8.1128,
,0.6174,8.1187,
,0.624,8.1256,
,0.6307,8.1336,
,0.6374,8.1424,
,0.644,8.1527,
,0.6507,8.1639,
,0.6574,8.1762,
,0.664,8.1897,
,0.6707,8.2045,
,0.6774,8.2203,
,0.684,8.2374,
,0.6907,8.2557,
,0.6974,8.2751,
,0.704,8.2958,
,0.7107,8.3177,
,0.7174,8.3314,
,0.724,8.3126,
,0.7307,8.2831,
,0.7374,8.2489,
,0.744,8.2125,
,0.7507,8.1744,
,0.7574,8.1362,
,0.764,8.0966,
,0.7707,8.0567,
,0.7774,8.018,
,0.784,7.9789,
,0.7907,7.9397,
,0.7974,7.9018,
,0.804,7.8627,
,0.8107,7.8251,
,0.8174,7.7884,
,0.824,7.7524,
,0.8307,7.7191,
,0.8374,7.6938,
,0.844,7.7119,
,0.8507,7.7557,
,0.8574,7.8009,
,0.864,7.8459,
,0.8707,7.8902,
,0.8774,7.9334,
,0.884,7.9756,
,0.8907,8.0152,
,0.8974,8.0549,
,0.904,8.0939,
,0.9107,8.13,
,0.924,8.0565,
,0.9374,7.98,
,0.9507,7.9008,
,0.964,7.8246,
,0.9774,7.753,
,0.9907,7.6889,
,1.004,7.6379,
,1.0174,7.6542,
,1.0307,7.6878,
,1.044,7.7052,
,1.0574,7.6904,
,1.0707,7.6359,
,1.084,7.6331,
,1.0974,7.6595,
,1.1107,7.6859,
,1.124,7.7103,
,1.1374,7.7251,
,1.1507,7.7249,
,1.164,7.7139,
,1.1774,7.6974,
,1.1907,7.6805,
,1.204,7.6632,
,1.2174,7.6464,
,1.2307,7.6285,
,1.244,7.6076,
,1.2574,7.582,
,1.2707,7.5489,
,1.284,7.5061,
,1.2974,7.4519,
,1.3107,7.3861,
,1.324,7.3124,
,1.3374,7.2345,
,1.3507,7.1561,
,1.364,7.0799,
,1.3774,7.008,
,1.3907,6.9419,
,1.404,6.8835,
,1.4174,6.8339,
,1.4307,6.7937,
,1.444,6.7625,
,1.4574,6.7395,
,1.4707,6.723,
,1.484,6.7114,
,1.4974,6.7026,
,1.5107,6.6959,
,1.524,6.6905,
,1.5374,6.6878,
,1.5507,6.6852,
,1.564,6.6839,
,1.5774,6.6833,
,,,
,0,6.8788,
,0.0115,6.8827,
,0.0231,6.8942,
,0.0346,6.9133,
,0.0462,6.9395,
,0.0577,6.9727,
,0.0693,7.0118,
,0.0808,7.0561,
,0.0924,7.1044,
,0.1039,7.155,
,0.1155,7.2062,
,0.127,7.2556,
,0.1386,7.3014,
,0.1501,7.3412,
,0.1617,7.3751,
,0.1732,7.4052,
,0.1848,7.432,
,0.1963,7.4585,
,0.2078,7.4861,
,0.2194,7.5174,
,0.2309,7.5538,
,0.2425,7.5996,
,0.254,7.6538,
,0.2656,7.7187,
,0.2771,7.7926,
,0.2887,7.8457,
,0.3002,7.8239,
,0.3118,7.7972,
,0.3233,7.7687,
,0.3349,7.7352,
,0.3464,7.7809,
,0.358,7.8187,
,0.3695,7.8473,
,0.3811,7.8668,
,0.3926,7.881,
,0.4041,7.8934,
,0.4157,7.9072,
,0.4272,7.9246,
,0.4388,7.9435,
,0.4503,7.9651,
,0.4619,7.9879,
,0.4734,8.0092,
,0.485,8.0307,
,0.4965,8.0491,
,0.5081,8.0654,
,0.5196,8.0786,
,0.5312,8.0892,
,0.5427,8.0971,
,0.5543,8.1023,
,0.5658,8.1066,
,0.5774,8.1108,
,0.584,8.1114,
,0.5907,8.1132,
,0.5974,8.1161,
,0.604,8.1202,
,0.6107,8.1255,
,0.6174,8.1321,
,0.624,8.1403,
,0.6307,8.1494,
,0.6374,8.1597,
,0.644,8.1717,
,0.6507,8.1848,
,0.6574,8.1992,
,0.664,8.215,
,0.6707,8.2322,
,0.6774,8.2505,
,0.684,8.2698,
,0.6907,8.2898,
,0.6974,8.3094,
,0.704,8.3266,
,0.7107,8.3368,
,0.7174,8.3419,
,0.724,8.365,
,0.7307,8.3893,
,0.7374,8.4142,
,0.744,8.4387,
,0.7507,8.4626,
,0.7574,8.485,
,0.764,8.5049,
,0.7707,8.521,
,0.7774,8.5326,
,0.784,8.5394,
,0.7907,8.5419,
,0.7974,8.5393,
,0.804,8.5325,
,0.8107,8.5229,
,0.8174,8.5101,
,0.824,8.4954,
,0.8307,8.4779,
,0.8374,8.4585,
,0.844,8.4369,
,0.8507,8.4134,
,0.8574,8.3885,
,0.864,8.3623,
,0.8707,8.3341,
,0.8774,8.3038,
,0.884,8.272,
,0.8907,8.2392,
,0.8974,8.2047,
,0.904,8.1692,
,0.9107,8.1331,
,0.924,8.2052,
,0.9374,8.271,
,0.9507,8.3276,
,0.964,8.374,
,0.9774,8.408,
,0.9907,8.42,
,1.004,8.4003,
,1.0174,8.3434,
,1.0307,8.2585,
,1.044,8.172,
,1.0574,8.1099,
,1.0707,8.0865,
,1.084,8.091,
,1.0974,8.1094,
,1.1107,8.1292,
,1.124,8.0868,
,1.1374,8.0606,
,1.1507,8.0664,
,1.164,8.0992,
,1.1774,8.108,
,1.1907,8.0656,
,1.204,8.0125,
,1.2174,7.9501,
,1.2307,7.881,
,1.244,7.8066,
,1.2574,7.7298,
,1.2707,7.6539,
,1.284,7.5816,
,1.2974,7.5179,
,1.3107,7.4683,
,1.324,7.4372,
,1.3374,7.4229,
,1.3507,7.4178,
,1.364,7.415,
,1.3774,7.4099,
,1.3907,7.3989,
,1.404,7.3805,
,1.4174,7.3526,
,1.4307,7.3154,
,1.444,7.2698,
,1.4574,7.2176,
,1.4707,7.1619,
,1.484,7.1056,
,1.4974,7.0512,
,1.5107,7.0018,
,1.524,6.9591,
,1.5374,6.9246,
,1.5507,6.8993,
,1.564,6.884,
,1.5774,6.8788,
,,,
,0,7.769,
,0.0115,7.7623,
,0.0231,7.7541,
,0.0346,7.7462,
,0.0462,7.7381,
,0.0577,7.7311,
,0.0693,7.7242,
,0.0808,7.7191,
,0.0924,7.717,
,0.1039,7.7199,
,0.1155,7.7286,
,0.127,7.7462,
,0.1386,7.7745,
,0.1501,7.8132,
,0.1617,7.8635,
,0.1732,7.887,
,0.1848,7.8942,
,0.1963,7.9005,
,0.2078,7.9034,
,0.2194,7.9035,
,0.2309,7.9022,
,0.2425,7.897,
,0.254,7.8889,
,0.2656,7.8781,
,0.2771,7.8633,
,0.2887,7.8746,
,0.3002,7.9617,
,0.3118,8.0505,
,0.3233,8.1364,
,0.3349,8.2124,
,0.3464,8.2732,
,0.358,8.322,
,0.3695,8.369,
,0.3811,8.4183,
,0.3926,8.4726,
,0.4041,8.5305,
,0.4157,8.5894,
,0.4272,8.6482,
,0.4388,8.7032,
,0.4503,8.7535,
,0.4619,8.7972,
,0.4734,8.832,
,0.485,8.8576,
,0.4965,8.8729,
,0.5081,8.8764,
,0.5196,8.8694,
,0.5312,8.8543,
,0.5427,8.8339,
,0.5543,8.8128,
,0.5658,8.7949,
,0.5774,8.7886,
,0.584,8.7889,
,0.5907,8.7889,
,0.5974,8.789,
,0.604,8.7886,
,0.6107,8.7892,
,0.6174,8.7896,
,0.624,8.7898,
,0.6307,8.7897,
,0.6374,8.7889,
,0.644,8.7736,
,0.6507,8.7471,
,0.6574,8.718,
,0.664,8.689,
,0.6707,8.6585,
,0.6774,8.6262,
,0.684,8.5932,
,0.6907,8.561,
,0.6974,8.5299,
,0.704,8.5026,
,0.7107,8.4843,
,0.7174,8.4804,
,0.724,8.494,
,0.7307,8.5185,
,0.7374,8.5502,
,0.744,8.5857,
,0.7507,8.6248,
,0.7574,8.6665,
,0.764,8.7104,
,0.7707,8.7561,
,0.7774,8.8042,
,0.784,8.8366,
,0.7907,8.8647,
,0.7974,8.8971,
,0.804,8.933,
,0.8107,8.9728,
,0.8174,9.0151,
,0.824,9.0597,
,0.8307,9.1063,
,0.8374,9.1539,
,0.844,9.2028,
,0.8507,9.2523,
,0.8574,9.3019,
,0.864,9.3513,
,0.8707,9.4,
,0.8774,9.4471,
,0.884,9.4917,
,0.8907,9.5328,
,0.8974,9.5689,
,0.904,9.5982,
,0.9107,9.617,
,0.924,9.5645,
,0.9374,9.4702,
,0.9507,9.3494,
,0.964,9.2158,
,0.9774,9.082,
,0.9907,8.9604,
,1.004,8.8672,
,1.0174,8.8115,
,1.0307,8.7851,
,1.044,8.6619,
,1.0574,8.5398,
,1.0707,8.425,
,1.084,8.318,
,1.0974,8.2231,
,1.1107,8.1441,
,1.124,8.1477,
,1.1374,8.1571,
,1.1507,8.1535,
,1.164,8.1375,
,1.1774,8.1465,
,1.1907,8.1971,
,1.204,8.2403,
,1.2174,8.2575,
,1.2307,8.2334,
,1.244,8.1695,
,1.2574,8.0865,
,1.2707,8.0009,
,1.284,7.9231,
,1.2974,7.8589,
,1.3107,7.8088,
,1.324,7.7721,
,1.3374,7.7439,
,1.3507,7.7234,
,1.364,7.7079,
,1.3774,7.6964,
,1.3907,7.6875,
,1.404,7.6823,
,1.4174,7.6799,
,1.4307,7.6801,
,1.444,7.6823,
,1.4574,7.6878,
,1.4707,7.6953,
,1.484,7.7036,
,1.4974,7.7129,
,1.5107,7.7226,
,1.524,7.7325,
,1.5374,7.7423,
,1.5507,7.7515,
,1.564,7.7613,
,1.5774,7.769,
,,,
,0,7.7704,
,0.0115,7.7695,
,0.0231,7.7725,
,0.0346,7.7759,
,0.0462,7.781,
,0.0577,7.7882,
,0.0693,7.7955,
,0.0808,7.8045,
,0.0924,7.8131,
,0.1039,7.824,
,0.1155,7.8361,
,0.127,7.8473,
,0.1386,7.8588,
,0.1501,7.869,
,0.1617,7.8785,
,0.1732,7.9245,
,0.1848,7.9938,
,0.1963,8.0692,
,0.2078,8.1493,
,0.2194,8.2328,
,0.2309,8.3182,
,0.2425,8.4051,
,0.254,8.4914,
,0.2656,8.5693,
,0.2771,8.5882,
,0.2887,8.5673,
,0.3002,8.544,
,0.3118,8.5267,
,0.3233,8.5236,
,0.3349,8.543,
,0.3464,8.5935,
,0.358,8.6737,
,0.3695,8.7752,
,0.3811,8.8898,
,0.3926,9.013,
,0.4041,9.1422,
,0.4157,9.1711,
,0.4272,9.1433,
,0.4388,9.1161,
,0.4503,9.0886,
,0.4619,9.0621,
,0.4734,9.0366,
,0.485,9.0129,
,0.4965,8.9915,
,0.5081,8.9711,
,0.5196,8.9532,
,0.5312,8.9383,
,0.5427,8.9266,
,0.5543,8.9188,
,0.5658,8.9125,
,0.5774,8.9107,
,0.584,8.9099,
,0.5907,8.9054,
,0.5974,8.898,
,0.604,8.8875,
,0.6107,8.8744,
,0.6174,8.8588,
,0.624,8.8404,
,0.6307,8.8199,
,0.6374,8.7972,
,0.644,8.7889,
,0.6507,8.7885,
,0.6574,8.788,
,0.664,8.7872,
,0.6707,8.7861,
,0.6774,8.7838,
,0.684,8.7824,
,0.6907,8.781,
,0.6974,8.7797,
,0.704,8.778,
,0.7107,8.7776,
,0.7174,8.7759,
,0.724,8.7744,
,0.7307,8.7733,
,0.7374,8.7729,
,0.744,8.7729,
,0.7507,8.7748,
,0.7574,8.779,
,0.764,8.7865,
,0.7707,8.7977,
,0.7774,8.8149,
,0.784,8.8546,
,0.7907,8.9056,
,0.7974,8.9583,
,0.804,9.0116,
,0.8107,9.066,
,0.8174,9.1208,
,0.824,9.1758,
,0.8307,9.2309,
,0.8374,9.2852,
,0.844,9.3384,
,0.8507,9.3901,
,0.8574,9.439,
,0.864,9.4849,
,0.8707,9.5269,
,0.8774,9.5637,
,0.884,9.5936,
,0.8907,9.6157,
,0.8974,9.6282,
,0.904,9.6296,
,0.9107,9.6215,
,0.924,9.6294,
,0.9374,9.5931,
,0.9507,9.5177,
,0.964,9.4163,
,0.9774,9.3,
,0.9907,9.1754,
,1.004,9.0469,
,1.0174,8.917,
,1.0307,8.7907,
,1.044,8.781,
,1.0574,8.779,
,1.0707,8.7788,
,1.084,8.7766,
,1.0974,8.772,
,1.1107,8.765,
,1.124,8.7578,
,1.1374,8.7518,
,1.1507,8.7467,
,1.164,8.7453,
,1.1774,8.747,
,1.1907,8.7521,
,1.204,8.7604,
,1.2174,8.7533,
,1.2307,8.7207,
,1.244,8.7336,
,1.2574,8.7704,
,1.2707,8.7775,
,1.284,8.7504,
,1.2974,8.7031,
,1.3107,8.6388,
,1.324,8.5632,
,1.3374,8.4812,
,1.3507,8.3975,
,1.364,8.3137,
,1.3774,8.2316,
,1.3907,8.1533,
,1.404,8.0818,
,1.4174,8.0178,
,1.4307,7.9624,
,1.444,7.9162,
,1.4574,7.8796,
,1.4707,7.8512,
,1.484,7.8284,
,1.4974,7.8107,
,1.5107,7.7967,
,1.524,7.7862,
,1.5374,7.7785,
,1.5507,7.7727,
,1.564,7.7696,
,1.5774,7.7704,
,,,
,0,7.7737,
,0.0115,7.7827,
,0.0231,7.7959,
,0.0346,7.8122,
,0.0462,7.8323,
,0.0577,7.8565,
,0.0693,7.8849,
,0.0808,7.9178,
,0.0924,7.9551,
,0.1039,7.9968,
,0.1155,8.0428,
,0.127,8.0928,
,0.1386,8.1469,
,0.1501,8.2043,
,0.1617,8.2649,
,0.1732,8.3281,
,0.1848,8.3929,
,0.1963,8.4578,
,0.2078,8.5202,
,0.2194,8.5759,
,0.2309,8.6187,
,0.2425,8.6427,
,0.254,8.6477,
,0.2656,8.6448,
,0.2771,8.692,
,0.2887,8.7769,
,0.3002,8.8675,
,0.3118,8.9581,
,0.3233,9.0506,
,0.3349,9.1444,
,0.3464,9.2395,
,0.358,9.3103,
,0.3695,9.2849,
,0.3811,9.2556,
,0.3926,9.2275,
,0.4041,9.1996,
,0.4157,9.2758,
,0.4272,9.4126,
,0.4388,9.5508,
,0.4503,9.6888,
,0.4619,9.8229,
,0.4734,9.9458,
,0.485,10.0431,
,0.4965,10.0886,
,0.5081,10.0693,
,0.5196,10.0238,
,0.5312,9.9766,
,0.5427,9.9362,
,0.5543,9.906,
,0.5658,9.8869,
,0.5774,9.8804,
,0.584,9.8812,
,0.5907,9.8834,
,0.5974,9.8871,
,0.604,9.8921,
,0.6107,9.8987,
,0.6174,9.9064,
,0.624,9.9156,
,0.6307,9.9257,
,0.6374,9.9368,
,0.644,9.9491,
,0.6507,9.9623,
,0.6574,9.9764,
,0.664,9.9913,
,0.6707,10.0073,
,0.6774,10.0233,
,0.684,10.0406,
,0.6907,10.0587,
,0.6974,10.078,
,0.704,10.0975,
,0.7107,10.1181,
,0.7174,10.139,
,0.724,10.1605,
,0.7307,10.1829,
,0.7374,10.2059,
,0.744,10.2291,
,0.7507,10.2532,
,0.7574,10.2778,
,0.764,10.3029,
,0.7707,10.3284,
,0.7774,10.3538,
,0.784,10.3736,
,0.7907,10.3891,
,0.7974,10.4037,
,0.804,10.4176,
,0.8107,10.4312,
,0.8174,10.444,
,0.824,10.4562,
,0.8307,10.4675,
,0.8374,10.4778,
,0.844,10.487,
,0.8507,10.495,
,0.8574,10.5017,
,0.864,10.5062,
,0.8707,10.5091,
,0.8774,10.5096,
,0.884,10.5075,
,0.8907,10.504,
,0.8974,10.4991,
,0.904,10.4941,
,0.9107,10.4918,
,0.924,10.5062,
,0.9374,10.555,
,0.9507,10.6377,
,0.964,10.747,
,0.9774,10.8735,
,0.9907,11.0082,
,1.004,11.1298,
,1.0174,11.1673,
,1.0307,11.0773,
,1.044,10.9081,
,1.0574,10.7151,
,1.0707,10.5174,
,1.084,10.3206,
,1.0974,10.1273,
,1.1107,9.9385,
,1.124,9.7551,
,1.1374,9.5778,
,1.1507,9.4073,
,1.164,9.2449,
,1.1774,9.0925,
,1.1907,8.9535,
,1.204,8.836,
,1.2174,8.7697,
,1.2307,8.7801,
,1.244,8.7871,
,1.2574,8.7882,
,1.2707,8.8134,
,1.284,8.85,
,1.2974,8.8687,
,1.3107,8.8562,
,1.324,8.8123,
,1.3374,8.7456,
,1.3507,8.6668,
,1.364,8.583,
,1.3774,8.4985,
,1.3907,8.4156,
,1.404,8.3358,
,1.4174,8.26,
,1.4307,8.1889,
,1.444,8.1228,
,1.4574,8.0622,
,1.4707,8.0074,
,1.484,7.9583,
,1.4974,7.9151,
,1.5107,7.8778,
,1.524,7.8466,
,1.5374,7.821,
,1.5507,7.8005,
,1.564,7.7847,
,1.5774,7.7737,
,,,
,0,9.2802,
,0.0115,9.2828,
,0.0231,9.2907,
,0.0346,9.3038,
,0.0462,9.3222,
,0.0577,9.3459,
,0.0693,9.3748,
