k,E,EF
0.7357,-20.532,
0.7533,-20.5291,
0.7708,-20.5254,
0.7883,-20.5209,
0.8058,-20.516,
0.8233,-20.5106,
0.8408,-20.505,
0.8584,-20.4992,
0.8759,-20.4934,
0.8934,-20.4876,
0.9109,-20.4819,
0.9284,-20.4765,
0.9459,-20.4714,
0.9635,-20.4668,
0.981,-20.4628,
0.9985,-20.4597,
1.016,-20.4578,
1.0335,-20.4571,
,,
0,-20.5206,
0.0175,-20.5197,
0.035,-20.5169,
0.0526,-20.5125,
0.0701,-20.5067,
0.0876,-20.4997,
0.1051,-20.4919,
0.1226,-20.4834,
0.1401,-20.4743,
0.1577,-20.4649,
0.1752,-20.4551,
0.1927,-20.4453,
0.2102,-20.4357,
0.2277,-20.4267,
0.2452,-20.4199,
0.2628,-20.4179,
0.2803,-20.4211,
0.2978,-20.4269,
0.3153,-20.4334,
0.3328,-20.44,
0.3504,-20.4455,
0.3679,-20.4481,
0.3854,-20.4451,
0.4029,-20.4378,
0.4204,-20.4287,
0.4379,-20.419,
0.4555,-20.4093,
0.473,-20.3998,
0.4905,-20.3906,
0.508,-20.382,
0.5255,-20.3742,
0.543,-20.3673,
0.5606,-20.3616,
0.5781,-20.3571,
0.5956,-20.3537,
0.6131,-20.3515,
0.6306,-20.3503,
0.6481,-20.3499,
0.6657,-20.3501,
0.6832,-20.3508,
0.7007,-20.3519,
0.7182,-20.3533,
0.7357,-20.3549,
0.7533,-20.3567,
0.7708,-20.3587,
0.7883,-20.3609,
0.8058,-20.3631,
0.8233,-20.3656,
0.8408,-20.3681,
0.8584,-20.3708,
0.8759,-20.3736,
0.8934,-20.3765,
0.9109,-20.3795,
0.9284,-20.3826,
0.9459,-20.3856,
0.9635,-20.3885,
0.981,-20.3911,
0.9985,-20.3932,
1.016,-20.3946,
1.0335,-20.3951,
,,
0,-20.3033,
0.0175,-20.3045,
0.035,-20.3078,
0.0526,-20.3127,
0.0701,-20.3186,
0.0876,-20.3252,
0.1051,-20.3323,
0.1226,-20.3396,
0.1401,-20.3472,
0.1577,-20.3549,
0.1752,-20.3625,
0.1927,-20.3701,
0.2102,-20.3773,
0.2277,-20.3836,
0.2452,-20.3877,
0.2628,-20.3868,
0.2803,-20.3805,
0.2978,-20.3714,
0.3153,-20.3612,
0.3328,-20.3506,
0.3504,-20.3399,
0.3679,-20.3292,
0.3854,-20.3189,
0.4029,-20.3092,
0.4204,-20.3004,
0.4379,-20.2931,
0.4555,-20.2876,
0.473,-20.2837,
0.4905,-20.2809,
0.508,-20.2786,
0.5255,-20.2761,
0.543,-20.2732,
0.5606,-20.2694,
0.5781,-20.2647,
0.5956,-20.2591,
0.6131,-20.2528,
0.6306,-20.2461,
0.6481,-20.2396,
0.6657,-20.2342,
0.6832,-20.2309,
0.7007,-20.2303,
0.7182,-20.2325,
0.7357,-20.2365,
0.7533,-20.2416,
0.7708,-20.2473,
0.7883,-20.2532,
0.8058,-20.2593,
0.8233,-20.2652,
0.8408,-20.271,
0.8584,-20.2766,
0.8759,-20.2817,
0.8934,-20.2866,
0.9109,-20.2909,
0.9284,-20.2948,
0.9459,-20.2981,
0.9635,-20.3008,
0.981,-20.303,
0.9985,-20.3045,
1.016,-20.3054,
1.0335,-20.3058,
,,
0,-20.2571,
0.0175,-20.2562,
0.035,-20.2538,
0.0526,-20.2504,
0.0701,-20.2467,
0.0876,-20.2431,
0.1051,-20.2397,
0.1226,-20.2369,
0.1401,-20.2347,
0.1577,-20.2333,
0.1752,-20.2325,
0.1927,-20.2324,
0.2102,-20.2328,
0.2277,-20.2338,
0.2452,-20.2351,
0.2628,-20.2367,
0.2803,-20.2385,
0.2978,-20.2404,
0.3153,-20.2424,
0.3328,-20.2443,
0.3504,-20.246,
0.3679,-20.2473,
0.3854,-20.2482,
0.4029,-20.2482,
0.4204,-20.2469,
0.4379,-20.2439,
0.4555,-20.2387,
0.473,-20.2314,
0.4905,-20.2225,
0.508,-20.2125,
0.5255,-20.2019,
0.543,-20.1909,
0.5606,-20.1802,
0.5781,-20.1707,
0.5956,-20.1647,
0.6131,-20.1646,
0.6306,-20.168,
0.6481,-20.1718,
0.6657,-20.1745,
0.6832,-20.1747,
0.7007,-20.1717,
0.7182,-20.1658,
0.7357,-20.1576,
0.7533,-20.148,
0.7708,-20.1374,
0.7883,-20.1263,
0.8058,-20.1149,
0.8233,-20.1032,
0.8408,-20.0917,
0.8584,-20.0806,
0.8759,-20.0712,
0.8934,-20.0654,
0.9109,-20.063,
0.9284,-20.0619,
0.9459,-20.0614,
0.9635,-20.0611,
0.981,-20.0609,
0.9985,-20.0608,
1.016,-20.0607,
1.0335,-20.0607,
,,
0,-20.1558,
0.0175,-20.1558,
0.035,-20.1556,
0.0526,-20.1552,
0.0701,-20.1547,
0.0876,-20.1538,
0.1051,-20.1525,
0.1226,-20.1507,
0.1401,-20.1483,
0.1577,-20.1453,
0.1752,-20.1417,
0.1927,-20.1376,
0.2102,-20.1331,
0.2277,-20.1281,
0.2452,-20.1229,
0.2628,-20.1176,
0.2803,-20.1122,
0.2978,-20.1068,
0.3153,-20.1017,
0.3328,-20.0969,
0.3504,-20.0927,
0.3679,-20.0893,
0.3854,-20.0871,
0.4029,-20.0864,
0.4204,-20.0874,
0.4379,-20.09,
0.4555,-20.0941,
0.473,-20.0994,
0.4905,-20.1055,
0.508,-20.112,
0.5255,-20.1187,
0.543,-20.1254,
0.5606,-20.1316,
0.5781,-20.1363,
0.5956,-20.1371,
0.6131,-20.1314,
0.6306,-20.1217,
0.6481,-20.1103,
0.6657,-20.0985,
0.6832,-20.0865,
0.7007,-20.0752,
0.7182,-20.0662,
0.7357,-20.062,
0.7533,-20.0604,
0.7708,-20.0597,
0.7883,-20.0592,
0.8058,-20.0587,
0.8233,-20.0582,
0.8408,-20.0575,
0.8584,-20.0561,
0.8759,-20.053,
0.8934,-20.0461,
0.9109,-20.0359,
0.9284,-20.0244,
0.9459,-20.0125,
0.9635,-20.0007,
0.981,-19.9892,
0.9985,-19.9786,
1.016,-19.9702,
1.0335,-19.9667,
,,
0,-20.0585,
0.0175,-20.0585,
0.035,-20.0584,
0.0526,-20.0584,
0.0701,-20.0584,
0.0876,-20.0583,
0.1051,-20.0583,
0.1226,-20.0582,
0.1401,-20.0581,
0.1577,-20.0581,
0.1752,-20.058,
0.1927,-20.0579,
0.2102,-20.0578,
0.2277,-20.0577,
0.2452,-20.0576,
0.2628,-20.0575,
0.2803,-20.0574,
0.2978,-20.0572,
0.3153,-20.057,
0.3328,-20.0569,
0.3504,-20.0567,
0.3679,-20.0566,
0.3854,-20.0566,
0.4029,-20.0568,
0.4204,-20.0572,
0.4379,-20.0576,
0.4555,-20.058,
0.473,-20.0582,
0.4905,-20.0584,
0.508,-20.0584,
0.5255,-20.0584,
0.543,-20.0584,
0.5606,-20.0584,
0.5781,-20.0583,
0.5956,-20.0582,
0.6131,-20.0581,
0.6306,-20.0579,
0.6481,-20.0577,
0.6657,-20.0573,
0.6832,-20.0567,
0.7007,-20.0553,
0.7182,-20.0513,
0.7357,-20.0425,
0.7533,-20.0309,
0.7708,-20.0185,
0.7883,-20.0058,
0.8058,-19.9929,
0.8233,-19.98,
0.8408,-19.9671,
0.8584,-19.9542,
0.8759,-19.9415,
0.8934,-19.9289,
0.9109,-19.9165,
0.9284,-19.9047,
0.9459,-19.8943,
0.9635,-19.8916,
0.981,-19.9,
0.9985,-19.9098,
1.016,-19.9179,
1.0335,-19.9213,
,,
0,-20.007,
0.0175,-20.0067,
0.035,-20.0059,
0.0526,-20.0045,
0.0701,-20.0026,
0.0876,-20.0002,
0.1051,-19.9975,
0.1226,-19.9944,
0.1401,-19.991,
0.1577,-19.9876,
0.1752,-19.9841,
0.1927,-19.981,
0.2102,-19.9785,
0.2277,-19.9772,
0.2452,-19.9775,
0.2628,-19.9797,
0.2803,-19.9835,
0.2978,-19.9884,
0.3153,-19.9939,
0.3328,-19.9995,
0.3504,-20.0048,
0.3679,-20.0094,
0.3854,-20.0128,
0.4029,-20.0146,
0.4204,-20.0145,
0.4379,-20.0128,
0.4555,-20.0095,
0.473,-20.0052,
0.4905,-20,
0.508,-19.9943,
0.5255,-19.9882,
0.543,-19.9817,
0.5606,-19.9751,
0.5781,-19.9683,
0.5956,-19.9613,
0.6131,-19.9543,
0.6306,-19.9471,
0.6481,-19.94,
0.6657,-19.9328,
0.6832,-19.9255,
0.7007,-19.9183,
0.7182,-19.911,
0.7357,-19.9038,
0.7533,-19.8965,
0.7708,-19.8893,
0.7883,-19.8822,
0.8058,-19.8751,
0.8233,-19.8682,
0.8408,-19.8614,
0.8584,-19.8551,
0.8759,-19.8497,
0.8934,-19.8476,
0.9109,-19.8529,
0.9284,-19.8625,
0.9459,-19.8723,
0.9635,-19.8753,
0.981,-19.8678,
0.9985,-19.8595,
1.016,-19.8531,
1.0335,-19.8507,
,,
0,-19.8698,
0.0175,-19.8704,
0.035,-19.8722,
0.0526,-19.8751,
0.0701,-19.879,
0.0876,-19.8836,
0.1051,-19.8889,
0.1226,-19.8945,
0.1401,-19.9005,
0.1577,-19.9066,
0.1752,-19.9126,
0.1927,-19.9182,
0.2102,-19.923,
0.2277,-19.9266,
0.2452,-19.9284,
0.2628,-19.9282,
0.2803,-19.9261,
0.2978,-19.9226,
0.3153,-19.9182,
0.3328,-19.9132,
0.3504,-19.9078,
0.3679,-19.9022,
0.3854,-19.8965,
0.4029,-19.8907,
0.4204,-19.8849,
0.4379,-19.8792,
0.4555,-19.8736,
0.473,-19.8682,
0.4905,-19.8629,
0.508,-19.8577,
0.5255,-19.8528,
0.543,-19.8481,
0.5606,-19.8436,
0.5781,-19.8393,
0.5956,-19.8352,
0.6131,-19.8314,
0.6306,-19.8277,
0.6481,-19.8242,
0.6657,-19.8209,
0.6832,-19.8178,
0.7007,-19.8148,
0.7182,-19.8121,
0.7357,-19.8095,
0.7533,-19.8072,
0.7708,-19.8051,
0.7883,-19.8035,
0.8058,-19.8028,
0.8233,-19.8035,
0.8408,-19.8071,
0.8584,-19.8138,
0.8759,-19.8221,
0.8934,-19.8284,
0.9109,-19.828,
0.9284,-19.8236,
0.9459,-19.8184,
0.9635,-19.8137,
0.981,-19.8104,
0.9985,-19.8095,
1.016,-19.8106,
1.0335,-19.8115,
,,
0,-19.8143,
0.0175,-19.8141,
0.035,-19.8135,
0.0526,-19.8127,
0.0701,-19.8116,
0.0876,-19.8104,
0.1051,-19.8091,
0.1226,-19.8078,
0.1401,-19.8064,
0.1577,-19.8051,
0.1752,-19.8037,
0.1927,-19.8023,
0.2102,-19.8009,
0.2277,-19.7995,
0.2452,-19.798,
0.2628,-19.7964,
0.2803,-19.7948,
0.2978,-19.7932,
0.3153,-19.7914,
0.3328,-19.7896,
0.3504,-19.7877,
0.3679,-19.7857,
0.3854,-19.7836,
0.4029,-19.7814,
0.4204,-19.7792,
0.4379,-19.7768,
0.4555,-19.7744,
0.473,-19.772,
0.4905,-19.7695,
0.508,-19.7671,
0.5255,-19.7647,
0.543,-19.7623,
0.5606,-19.7601,
0.5781,-19.758,
0.5956,-19.7562,
0.6131,-19.7546,
0.6306,-19.7533,
0.6481,-19.7524,
0.6657,-19.7518,
0.6832,-19.7517,
0.7007,-19.7521,
0.7182,-19.7531,
0.7357,-19.7547,
0.7533,-19.757,
0.7708,-19.7605,
0.7883,-19.7652,
0.8058,-19.771,
0.8233,-19.7771,
0.8408,-19.7816,
0.8584,-19.7836,
0.8759,-19.7838,
0.8934,-19.7832,
0.9109,-19.7822,
0.9284,-19.7812,
0.9459,-19.7806,
0.9635,-19.7827,
0.981,-19.7857,
0.9985,-19.7871,
1.016,-19.7869,
1.0335,-19.7866,
,,
0,-19.6533,
0.0175,-19.6527,
0.035,-19.6512,
0.0526,-19.6487,
0.0701,-19.6452,
0.0876,-19.641,
0.1051,-19.636,
0.1226,-19.6303,
0.1401,-19.6242,
0.1577,-19.6176,
0.1752,-19.6108,
0.1927,-19.6038,
0.2102,-19.5969,
0.2277,-19.5904,
0.2452,-19.5845,
0.2628,-19.5797,
0.2803,-19.5764,
0.2978,-19.5746,
0.3153,-19.5743,
0.3328,-19.575,
0.3504,-19.5766,
0.3679,-19.5786,
0.3854,-19.581,
0.4029,-19.5836,
0.4204,-19.5864,
0.4379,-19.5894,
0.4555,-19.5925,
0.473,-19.5957,
0.4905,-19.5991,
0.508,-19.6028,
0.5255,-19.6069,
0.543,-19.6115,
0.5606,-19.6167,
0.5781,-19.6226,
0.5956,-19.6293,
0.6131,-19.6368,
0.6306,-19.6452,
0.6481,-19.6543,
0.6657,-19.664,
0.6832,-19.6742,
0.7007,-19.6846,
0.7182,-19.6953,
0.7357,-19.7058,
0.7533,-19.7161,
0.7708,-19.7257,
0.7883,-19.7341,
0.8058,-19.7412,
0.8233,-19.7469,
0.8408,-19.7517,
0.8584,-19.7561,
0.8759,-19.7603,
0.8934,-19.7644,
0.9109,-19.7687,
0.9284,-19.773,
0.9459,-19.7768,
0.9635,-19.7775,
0.981,-19.7762,
0.9985,-19.774,
1.016,-19.7707,
1.0335,-19.7677,
,,
0,-19.5034,
0.0175,-19.5037,
0.035,-19.5045,
0.0526,-19.5058,
0.0701,-19.5075,
0.0876,-19.5095,
0.1051,-19.5118,
0.1226,-19.5143,
0.1401,-19.5169,
0.1577,-19.5195,
0.1752,-19.522,
0.1927,-19.5243,
0.2102,-19.5262,
0.2277,-19.5276,
0.2452,-19.528,
0.2628,-19.5272,
0.2803,-19.5248,
0.2978,-19.5208,
0.3153,-19.5152,
0.3328,-19.5087,
0.3504,-19.5016,
0.3679,-19.4945,
0.3854,-19.4881,
0.4029,-19.4833,
0.4204,-19.4813,
0.4379,-19.4828,
0.4555,-19.4875,
0.473,-19.494,
0.4905,-19.5014,
0.508,-19.5092,
0.5255,-19.517,
0.543,-19.5245,
0.5606,-19.5314,
0.5781,-19.5377,
0.5956,-19.5431,
0.6131,-19.5478,
0.6306,-19.5519,
0.6481,-19.5556,
0.6657,-19.5593,
0.6832,-19.5634,
0.7007,-19.5684,
0.7182,-19.5746,
0.7357,-19.5822,
0.7533,-19.5912,
0.7708,-19.6011,
0.7883,-19.6119,
0.8058,-19.6232,
0.8233,-19.635,
0.8408,-19.6469,
0.8584,-19.659,
0.8759,-19.6712,
0.8934,-19.6833,
0.9109,-19.6953,
0.9284,-19.707,
0.9459,-19.7184,
0.9635,-19.7292,
0.981,-19.7394,
0.9985,-19.7487,
1.016,-19.7567,
1.0335,-19.7613,
,,
0,-19.4321,
0.0175,-19.4318,
0.035,-19.431,
0.0526,-19.4296,
0.0701,-19.4278,
0.0876,-19.4257,
0.1051,-19.4233,
0.1226,-19.4206,
0.1401,-19.4179,
0.1577,-19.4151,
0.1752,-19.4124,
0.1927,-19.4098,
0.2102,-19.4074,
0.2277,-19.4054,
0.2452,-19.4039,
0.2628,-19.4031,
0.2803,-19.4032,
0.2978,-19.4045,
0.3153,-19.407,
0.3328,-19.4108,
0.3504,-19.4155,
0.3679,-19.4208,
0.3854,-19.4259,
0.4029,-19.4298,
0.4204,-19.4312,
0.4379,-19.4292,
0.4555,-19.4246,
0.473,-19.4186,
0.4905,-19.4132,
0.508,-19.4122,
0.5255,-19.4179,
0.543,-19.4266,
0.5606,-19.4363,
0.5781,-19.4465,
0.5956,-19.4568,
0.6131,-19.4673,
0.6306,-19.4776,
0.6481,-19.4878,
0.6657,-19.4975,
0.6832,-19.5066,
0.7007,-19.515,
0.7182,-19.5225,
0.7357,-19.5292,
0.7533,-19.5355,
0.7708,-19.5415,
0.7883,-19.5475,
0.8058,-19.5535,
0.8233,-19.5595,
0.8408,-19.5654,
0.8584,-19.5711,
0.8759,-19.5765,
0.8934,-19.5816,
0.9109,-19.5863,
0.9284,-19.5905,
0.9459,-19.5942,
0.9635,-19.5972,
0.981,-19.5997,
0.9985,-19.6014,
1.016,-19.6025,
1.0335,-19.6029,
,,
0,-19.2293,
0.0175,-19.2301,
0.035,-19.2325,
0.0526,-19.2363,
0.0701,-19.2413,
0.0876,-19.2474,
0.1051,-19.2543,
0.1226,-19.2617,
0.1401,-19.2697,
0.1577,-19.2779,
0.1752,-19.2864,
0.1927,-19.295,
0.2102,-19.3035,
0.2277,-19.3119,
0.2452,-19.3201,
0.2628,-19.3278,
0.2803,-19.3349,
0.2978,-19.3411,
0.3153,-19.3464,
0.3328,-19.3508,
0.3504,-19.3544,
0.3679,-19.3577,
0.3854,-19.3609,
0.4029,-19.3645,
0.4204,-19.3687,
0.4379,-19.3737,
0.4555,-19.3795,
0.473,-19.386,
0.4905,-19.3921,
0.508,-19.3949,
0.5255,-19.3931,
0.543,-19.3919,
0.5606,-19.394,
0.5781,-19.3994,
0.5956,-19.4065,
0.6131,-19.4146,
0.6306,-19.4229,
0.6481,-19.4311,
0.6657,-19.4388,
0.6832,-19.4459,
0.7007,-19.4519,
0.7182,-19.4567,
0.7357,-19.46,
0.7533,-19.4617,
0.7708,-19.4618,
0.7883,-19.4604,
0.8058,-19.4577,
0.8233,-19.454,
0.8408,-19.4495,
0.8584,-19.4443,
0.8759,-19.4387,
0.8934,-19.4329,
0.9109,-19.427,
0.9284,-19.4212,
0.9459,-19.4158,
0.9635,-19.4108,
0.981,-19.4067,
0.9985,-19.4035,
1.016,-19.4015,
1.0335,-19.4008,
,,
0,-19.0856,
0.0175,-19.0849,
0.035,-19.0827,
0.0526,-19.0792,
0.0701,-19.0748,
0.0876,-19.0701,
0.1051,-19.067,
0.1226,-19.072,
0.1401,-19.0836,
0.1577,-19.0967,
0.1752,-19.1104,
0.1927,-19.1242,
0.2102,-19.138,
0.2277,-19.1519,
0.2452,-19.1657,
0.2628,-19.1795,
0.2803,-19.1931,
0.2978,-19.2065,
0.3153,-19.2197,
0.3328,-19.2327,
0.3504,-19.2453,
0.3679,-19.2577,
0.3854,-19.2696,
0.4029,-19.281,
0.4204,-19.2919,
0.4379,-19.3023,
0.4555,-19.3121,
0.473,-19.3213,
0.4905,-19.3297,
0.508,-19.3371,
0.5255,-19.3425,
0.543,-19.3446,
0.5606,-19.3424,
0.5781,-19.3367,
0.5956,-19.3288,
0.6131,-19.3198,
0.6306,-19.3101,
0.6481,-19.3,
0.6657,-19.2898,
0.6832,-19.2794,
0.7007,-19.2691,
0.7182,-19.2588,
0.7357,-19.2485,
0.7533,-19.2384,
0.7708,-19.2286,
0.7883,-19.219,
0.8058,-19.2101,
0.8233,-19.2025,
0.8408,-19.1985,
0.8584,-19.2007,
0.8759,-19.2064,
0.8934,-19.2134,
0.9109,-19.2206,
0.9284,-19.2276,
0.9459,-19.2342,
0.9635,-19.2401,
0.981,-19.245,
0.9985,-19.2488,
1.016,-19.2511,
1.0335,-19.2519,
,,
0,-19.0033,
0.0175,-19.0051,
0.035,-19.0105,
0.0526,-19.0187,
0.0701,-19.0288,
0.0876,-19.0397,
0.1051,-19.0492,
0.1226,-19.0506,
0.1401,-19.0458,
0.1577,-19.0399,
0.1752,-19.0342,
0.1927,-19.0301,
0.2102,-19.0294,
0.2277,-19.0344,
0.2452,-19.0438,
0.2628,-19.0551,
0.2803,-19.0672,
0.2978,-19.0794,
0.3153,-19.0915,
0.3328,-19.1033,
0.3504,-19.1146,
0.3679,-19.1254,
0.3854,-19.1354,
0.4029,-19.1445,
0.4204,-19.1527,
0.4379,-19.1597,
0.4555,-19.1657,
0.473,-19.1704,
0.4905,-19.1739,
0.508,-19.1763,
0.5255,-19.1776,
0.543,-19.1779,
0.5606,-19.1774,
0.5781,-19.1762,
0.5956,-19.1745,
0.6131,-19.1724,
0.6306,-19.17,
0.6481,-19.1675,
0.6657,-19.165,
0.6832,-19.1629,
0.7007,-19.1612,
0.7182,-19.1602,
0.7357,-19.1602,
0.7533,-19.1614,
0.7708,-19.1638,
0.7883,-19.1674,
0.8058,-19.1719,
0.8233,-19.1762,
0.8408,-19.1779,
0.8584,-19.1743,
0.8759,-19.1677,
0.8934,-19.1604,
0.9109,-19.1532,
0.9284,-19.1465,
0.9459,-19.1403,
0.9635,-19.135,
0.981,-19.1305,
0.9985,-19.1273,
1.016,-19.1252,
1.0335,-19.1245,
,,
0,-18.9741,
0.0175,-18.9745,
0.035,-18.9753,
0.0526,-18.9761,
0.0701,-18.9766,
0.0876,-18.9769,
0.1051,-18.9771,
0.1226,-18.9774,
0.1401,-18.9783,
0.1577,-18.9805,
0.1752,-18.9852,
0.1927,-18.992,
0.2102,-18.9978,
0.2277,-18.9998,
0.2452,-18.9985,
0.2628,-18.9961,
0.2803,-18.9937,
0.2978,-18.9915,
0.3153,-18.9896,
0.3328,-18.988,
0.3504,-18.9867,
0.3679,-18.9855,
0.3854,-18.9845,
0.4029,-18.9836,
0.4204,-18.9828,
0.4379,-18.9821,
0.4555,-18.9815,
0.473,-18.9811,
0.4905,-18.9809,
0.508,-18.9809,
0.5255,-18.9812,
0.543,-18.9821,
0.5606,-18.9838,
0.5781,-18.9866,
0.5956,-18.991,
0.6131,-18.997,
0.6306,-19.0042,
0.6481,-19.0121,
0.6657,-19.0201,
0.6832,-19.028,
0.7007,-19.0352,
0.7182,-19.0415,
0.7357,-19.0466,
0.7533,-19.0503,
0.7708,-19.0524,
0.7883,-19.0529,
0.8058,-19.0519,
0.8233,-19.0498,
0.8408,-19.0467,
0.8584,-19.0431,
0.8759,-19.0391,
0.8934,-19.0351,
0.9109,-19.0313,
0.9284,-19.0281,
0.9459,-19.0256,
0.9635,-19.0239,
0.981,-19.023,
0.9985,-19.0226,
1.016,-19.0225,
1.0335,-19.0224,
,,
0,-18.9073,
0.0175,-18.9056,
0.035,-18.9013,
0.0526,-18.8971,
0.0701,-18.8973,
0.0876,-18.9041,
0.1051,-18.9145,
0.1226,-18.9261,
0.1401,-18.9374,
0.1577,-18.947,
0.1752,-18.9532,
0.1927,-18.9555,
0.2102,-18.9547,
0.2277,-18.9519,
0.2452,-18.9477,
0.2628,-18.9422,
0.2803,-18.9357,
0.2978,-18.9285,
0.3153,-18.9208,
0.3328,-18.9129,
0.3504,-18.905,
0.3679,-18.8976,
0.3854,-18.8911,
0.4029,-18.8862,
0.4204,-18.8839,
0.4379,-18.885,
0.4555,-18.8893,
0.473,-18.896,
0.4905,-18.904,
0.508,-18.9128,
0.5255,-18.9219,
0.543,-18.9308,
0.5606,-18.9391,
0.5781,-18.9463,
0.5956,-18.9519,
0.6131,-18.9557,
0.6306,-18.9582,
0.6481,-18.9596,
0.6657,-18.9603,
0.6832,-18.9607,
0.7007,-18.9607,
0.7182,-18.9606,
0.7357,-18.9604,
0.7533,-18.9601,
0.7708,-18.9598,
0.7883,-18.9595,
0.8058,-18.9592,
0.8233,-18.9589,
0.8408,-18.9586,
0.8584,-18.9584,
0.8759,-18.9581,
0.8934,-18.9579,
0.9109,-18.9576,
0.9284,-18.9572,
0.9459,-18.9566,
0.9635,-18.9559,
0.981,-18.9553,
0.9985,-18.9548,
1.016,-18.9546,
1.0335,-18.9545,
,,
0,-18.8371,
0.0175,-18.8402,
0.035,-18.8473,
0.0526,-18.8544,
0.0701,-18.8565,
0.0876,-18.8518,
0.1051,-18.8428,
0.1226,-18.8323,
0.1401,-18.8214,
0.1577,-18.8106,
0.1752,-18.8006,
0.1927,-18.7918,
0.2102,-18.7846,
0.2277,-18.7797,
0.2452,-18.7772,
0.2628,-18.7771,
0.2803,-18.7792,
0.2978,-18.783,
0.3153,-18.7881,
0.3328,-18.7941,
0.3504,-18.8006,
0.3679,-18.8073,
0.3854,-18.8134,
0.4029,-18.8184,
0.4204,-18.821,
0.4379,-18.8206,
0.4555,-18.8173,
0.473,-18.8121,
0.4905,-18.806,
0.508,-18.8015,
0.5255,-18.8037,
0.543,-18.8093,
0.5606,-18.8155,
0.5781,-18.822,
0.5956,-18.8286,
0.6131,-18.8354,
0.6306,-18.8422,
0.6481,-18.849,
0.6657,-18.8559,
0.6832,-18.8629,
0.7007,-18.8698,
0.7182,-18.8767,
0.7357,-18.8836,
0.7533,-18.8903,
0.7708,-18.897,
0.7883,-18.9035,
0.8058,-18.9098,
0.8233,-18.9158,
0.8408,-18.9213,
0.8584,-18.9264,
0.8759,-18.9309,
0.8934,-18.9346,
0.9109,-18.9373,
0.9284,-18.9389,
0.9459,-18.9394,
0.9635,-18.9385,
0.981,-18.9365,
0.9985,-18.9336,
1.016,-18.9308,
1.0335,-18.9296,
,,
0,-18.7796,
0.0175,-18.776,
0.035,-18.7669,
0.0526,-18.7553,
0.0701,-18.7427,
0.0876,-18.7303,
0.1051,-18.7197,
0.1226,-18.7132,
0.1401,-18.711,
0.1577,-18.7112,
0.1752,-18.7123,
0.1927,-18.7136,
0.2102,-18.7149,
0.2277,-18.7161,
0.2452,-18.7174,
0.2628,-18.7192,
0.2803,-18.7219,
0.2978,-18.7257,
0.3153,-18.7302,
0.3328,-18.7353,
0.3504,-18.7408,
0.3679,-18.7465,
0.3854,-18.7523,
0.4029,-18.7582,
0.4204,-18.7641,
0.4379,-18.7701,
0.4555,-18.7761,
0.473,-18.782,
0.4905,-18.7876,
0.508,-18.7911,
0.5255,-18.788,
0.543,-18.7819,
0.5606,-18.7758,
0.5781,-18.7704,
0.5956,-18.7661,
0.6131,-18.7632,
0.6306,-18.7615,
0.6481,-18.7612,
0.6657,-18.7619,
0.6832,-18.7636,
0.7007,-18.7661,
0.7182,-18.7694,
0.7357,-18.7732,
0.7533,-18.7777,
0.7708,-18.7828,
0.7883,-18.7886,
0.8058,-18.795,
0.8233,-18.8021,
0.8408,-18.8099,
0.8584,-18.8182,
0.8759,-18.827,
0.8934,-18.8361,
0.9109,-18.8454,
0.9284,-18.8547,
0.9459,-18.8639,
0.9635,-18.8729,
0.981,-18.8812,
0.9985,-18.8884,
1.016,-18.8938,
1.0335,-18.8958,
,,
0,-18.691,
0.0175,-18.6911,
0.035,-18.6914,
0.0526,-18.6919,
0.0701,-18.6922,
0.0876,-18.692,
0.1051,-18.6899,
0.1226,-18.684,
0.1401,-18.6741,
0.1577,-18.6627,
0.1752,-18.652,
0.1927,-18.6447,
0.2102,-18.6421,
0.2277,-18.6423,
0.2452,-18.6428,
0.2628,-18.642,
0.2803,-18.6398,
0.2978,-18.6367,
0.3153,-18.6339,
0.3328,-18.6323,
0.3504,-18.6326,
0.3679,-18.6346,
0.3854,-18.6378,
0.4029,-18.6417,
0.4204,-18.646,
0.4379,-18.6505,
0.4555,-18.655,
0.473,-18.6594,
0.4905,-18.6635,
0.508,-18.6672,
0.5255,-18.6703,
0.543,-18.6728,
0.5606,-18.6744,
0.5781,-18.6749,
0.5956,-18.6743,
0.6131,-18.6726,
0.6306,-18.6699,
0.6481,-18.6668,
0.6657,-18.6645,
0.6832,-18.6642,
0.7007,-18.6672,
0.7182,-18.673,
0.7357,-18.6806,
0.7533,-18.6888,
0.7708,-18.697,
0.7883,-18.7049,
0.8058,-18.7122,
0.8233,-18.7188,
0.8408,-18.7247,
0.8584,-18.7298,
0.8759,-18.7342,
0.8934,-18.7379,
0.9109,-18.741,
0.9284,-18.7436,
0.9459,-18.7457,
0.9635,-18.7474,
0.981,-18.7487,
0.9985,-18.7495,
1.016,-18.7501,
1.0335,-18.7502,
,,
0,-18.5835,
0.0175,-18.5837,
0.035,-18.5842,
0.0526,-18.5852,
0.0701,-18.5868,
0.0876,-18.5892,
0.1051,-18.5925,
0.1226,-18.5967,
0.1401,-18.6013,
0.1577,-18.6057,
0.1752,-18.6086,
0.1927,-18.6079,
0.2102,-18.6021,
0.2277,-18.5936,
0.2452,-18.5866,
0.2628,-18.5837,
0.2803,-18.5834,
0.2978,-18.5834,
0.3153,-18.5822,
0.3328,-18.5789,
0.3504,-18.5731,
0.3679,-18.5654,
0.3854,-18.5565,
0.4029,-18.5468,
0.4204,-18.5371,
0.4379,-18.5279,
